rule_id,source_id,source_path,source_start_line,source_end_line,source_text,intent,applies_when,subject,rule_layer,candidate_category,candidate_item,secondary_impacts,cluster_id,treatment,target_rule_id,notes
RULE-W7-002-086,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,172,172,事故等级默认：,事故等级默认：,执行“Incident response 与复盘”相关工作时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Incident response 与复盘,normative-requirement,运行维护,运行,,CLUSTER-OPERATIONS-LIVE-INCIDENT-RESPONSE-SRC-W7-002,merge,OPERATION-INCIDENT-002,G5 运行；合并来源数=6；目标来源总数=6；目标=OPERATION-INCIDENT-002；原注=；保留意图：事故等级默认：
RULE-W7-002-087,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,174,174,SEV1：大量用户不可用、数据损坏、资金/权限/隐私风险、合同 SLA 风险,大量用户不可用、数据损坏、资金/权限/隐私风险或合同 SLA 风险应判定为 SEV1,为 SRE incident 判定严重度时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Incident response 与复盘,normative-requirement,运行维护,运行,,CLUSTER-OPERATIONS-AUTH-TENANT-PERMISSION-FP-SRC-W7-002,merge,OPERATION-INCIDENT-002,G5 运行；合并来源数=6；目标来源总数=6；目标=OPERATION-INCIDENT-002；原注=严重度定义自包含提取（复审扫描）；保留意图：大量用户不可用、数据损坏、资金/权限/隐私风险或合同 SLA 风险应判定为 SEV1
RULE-W7-002-088,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,175,175,SEV2：核心路径部分失败、明显性能退化、需要当天处理,核心路径部分失败或明显性能退化应判定为 SEV2,为 SRE incident 判定严重度时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Incident response 与复盘,normative-requirement,运行维护,运行,,CLUSTER-OPERATIONS-LIVE-INCIDENT-RESPONSE-SRC-W7-002,merge,OPERATION-INCIDENT-002,G5 运行；合并来源数=6；目标来源总数=6；目标=OPERATION-INCIDENT-002；原注=严重度定义与动作提取（复审扫描）；保留意图：核心路径部分失败或明显性能退化应判定为 SEV2
RULE-W7-002-089,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,176,176,SEV3：小范围影响、内部工具失败、可排入普通修复,小范围影响或内部工具失败应判定为 SEV3,为 SRE incident 判定严重度时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Incident response 与复盘,reference-or-rationale,运行维护,运行,,CLUSTER-OPERATIONS-LIVE-INCIDENT-RESPONSE-SRC-W7-002,merge,OPERATION-INCIDENT-002,G5 运行；合并来源数=6；目标来源总数=6；目标=OPERATION-INCIDENT-002；原注=严重度定义与动作提取（复审扫描）；保留意图：小范围影响或内部工具失败应判定为 SEV3
RULE-W7-002-090,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,181,181,# Incident: <title>,Incident response 与复盘 必须包含“Incident: <title>”章节,创建或维护“Incident response 与复盘”工件时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Incident response 与复盘,artifact-or-evidence,运行维护,运行,,CLUSTER-OPERATIONS-LIVE-INCIDENT-RESPONSE-SRC-W7-002,merge,OPERATION-INCIDENT-003,G5 运行；合并来源数=10；目标来源总数=10；目标=OPERATION-INCIDENT-003；原注=required markdown 模板逐章节原子化；保留意图：Incident response 与复盘 必须包含“Incident: <title>”章节
RULE-W7-002-091,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,190,190,## Timeline,Incident response 与复盘 必须包含“Timeline”章节,创建或维护“Incident response 与复盘”工件时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Incident response 与复盘,artifact-or-evidence,运行维护,运行,,CLUSTER-OPERATIONS-LIVE-INCIDENT-RESPONSE-SRC-W7-002,merge,OPERATION-INCIDENT-003,G5 运行；合并来源数=10；目标来源总数=10；目标=OPERATION-INCIDENT-003；原注=required markdown 模板逐章节原子化；保留意图：Incident response 与复盘 必须包含“Timeline”章节
RULE-W7-002-092,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,192,192,## Root Causes And Trigger,Incident response 与复盘 必须包含“Root Causes And Trigger”章节,创建或维护“Incident response 与复盘”工件时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Incident response 与复盘,artifact-or-evidence,运行维护,评估,,CLUSTER-ASSESSMENT-LIVE-INCIDENT-RESPONSE-FP-SRC-W7-002,merge,EVALUATION-POSTMORTEM-002,G5 评估；合并来源数=5；目标来源总数=5；目标=EVALUATION-POSTMORTEM-002；原注=required markdown 模板逐章节原子化；保留意图：Incident response 与复盘 必须包含“Root Causes And Trigger”章节
RULE-W7-002-093,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,194,194,## What Went Well,Incident response 与复盘 必须包含“What Went Well”章节,创建或维护“Incident response 与复盘”工件时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Incident response 与复盘,artifact-or-evidence,运行维护,评估,,CLUSTER-ASSESSMENT-LIVE-INCIDENT-RESPONSE-FP-SRC-W7-002,merge,EVALUATION-POSTMORTEM-002,G5 评估；合并来源数=5；目标来源总数=5；目标=EVALUATION-POSTMORTEM-002；原注=required markdown 模板逐章节原子化；保留意图：Incident response 与复盘 必须包含“What Went Well”章节
RULE-W7-002-094,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,196,196,## What Went Poorly,Incident response 与复盘 必须包含“What Went Poorly”章节,创建或维护“Incident response 与复盘”工件时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Incident response 与复盘,artifact-or-evidence,运行维护,评估,,CLUSTER-ASSESSMENT-LIVE-INCIDENT-RESPONSE-FP-SRC-W7-002,merge,EVALUATION-POSTMORTEM-002,G5 评估；合并来源数=5；目标来源总数=5；目标=EVALUATION-POSTMORTEM-002；原注=required markdown 模板逐章节原子化；保留意图：Incident response 与复盘 必须包含“What Went Poorly”章节
RULE-W7-002-095,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,198,198,## Action Items,Incident response 与复盘 必须包含“Action Items”章节,创建或维护“Incident response 与复盘”工件时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Incident response 与复盘,artifact-or-evidence,运行维护,评估,,CLUSTER-ASSESSMENT-POST-INCIDENT-REVIEW-FP-SRC-W7-002,merge,EVALUATION-POSTMORTEM-002,G5 评估；合并来源数=5；目标来源总数=5；目标=EVALUATION-POSTMORTEM-002；原注=required markdown 模板逐章节原子化；保留意图：Incident response 与复盘 必须包含“Action Items”章节
RULE-W7-002-096,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,206,206,不归咎个人，描述系统条件、触发因素和缺失防护,不归咎个人，描述系统条件、触发因素和缺失防护,编写 incident postmortem 时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Incident response 与复盘,risk-or-approval-boundary,运行维护,评估,,CLUSTER-ASSESSMENT-POST-INCIDENT-REVIEW-FP-SRC-W7-002,rewrite,EVALUATION-POSTMORTEM-004,G5 评估；重写来源数=1；目标来源总数=1；目标=EVALUATION-POSTMORTEM-004；原注=applies_when 按实际工件、步骤或动作条件修正；保留意图：不归咎个人，描述系统条件、触发因素和缺失防护
RULE-W7-002-097,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,207,207,至少一个行动项必须有 owner、due date 和 tracking,至少一个行动项必须有 owner,执行“Incident response 与复盘”相关工作时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Incident response 与复盘,normative-requirement,运行维护,评估,,CLUSTER-ASSESSMENT-LIVE-INCIDENT-RESPONSE-FP-SRC-W7-002,merge,EVALUATION-POSTMORTEM-003,G5 评估；合并来源数=13；目标来源总数=13；目标=EVALUATION-POSTMORTEM-003；原注=同源清单按可独立变化的要求逐项原子化；每条保留完整适用条件；保留意图：至少一个行动项必须有 owner
RULE-W7-002-098,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,208,208,行动项最多 3 个,行动项最多 3 个,执行“Incident response 与复盘”相关工作时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Incident response 与复盘,normative-requirement,运行维护,评估,,CLUSTER-ASSESSMENT-LIVE-INCIDENT-RESPONSE-FP-SRC-W7-002,merge,EVALUATION-POSTMORTEM-003,G5 评估；合并来源数=13；目标来源总数=13；目标=EVALUATION-POSTMORTEM-003；原注=同一列表项按独立句拆分；保留意图：行动项最多 3 个
RULE-W7-002-099,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,208,208,多了就说明范围过大,多了就说明范围过大,执行“Incident response 与复盘”相关工作时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Incident response 与复盘,reference-or-rationale,运行维护,评估,,CLUSTER-ASSESSMENT-LIVE-INCIDENT-RESPONSE-FP-SRC-W7-002,merge,EVALUATION-POSTMORTEM-003,G5 评估；合并来源数=13；目标来源总数=13；目标=EVALUATION-POSTMORTEM-003；原注=同一列表项按独立句拆分；保留意图：多了就说明范围过大
RULE-W7-002-100,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,209,209,用户有明显影响时，复盘必须记录可量化影响，即使只能估算,用户有明显影响时，复盘必须记录可量化影响，即使只能估算,创建或维护“Incident response 与复盘”工件时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Incident response 与复盘,normative-requirement,运行维护,评估,,CLUSTER-ASSESSMENT-LIVE-INCIDENT-RESPONSE-FP-SRC-W7-002,merge,EVALUATION-POSTMORTEM-002,G5 评估；合并来源数=5；目标来源总数=5；目标=EVALUATION-POSTMORTEM-002；原注=无；保留意图：用户有明显影响时，复盘必须记录可量化影响，即使只能估算
RULE-W7-002-101,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,215,215,哪个 SLO 最近最接近预算耗尽？,每周或每两周的 SRE-lite review 必须检查哪个 SLO 最近最接近预算耗尽,执行“Toil 与每周运维复盘”相关工作时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Toil 与每周运维复盘,normative-requirement,工程交付,验证,,CLUSTER-VERIFICATION-TEST-VERIFICATION-EVIDENCE-SRC-W7-002,rewrite,VERIFY-EVIDENCE-W7-002-L215,G5 验证重写
RULE-W7-002-102,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,216,216,最近一次发布是否造成回滚、hotfix 或用户影响？,每周或每两周的 SRE-lite review 必须检查最近一次发布是否造成回滚、hotfix 或用户影响,执行每周或每两周 SRE-lite review 时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Toil 与每周运维复盘,normative-requirement,工程交付,验证,,CLUSTER-VERIFICATION-TEST-VERIFICATION-EVIDENCE-SRC-W7-002,rewrite,VERIFY-EVIDENCE-W7-002-L216,G5 验证重写
RULE-W7-002-103,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,217,217,哪个 page 是误报或不可行动？,每周或每两周的 SRE-lite review 必须检查哪个 page 是误报或不可行动,执行“Toil 与每周运维复盘”相关工作时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Toil 与每周运维复盘,normative-requirement,工程交付,验证,,CLUSTER-VERIFICATION-TEST-VERIFICATION-EVIDENCE-SRC-W7-002,rewrite,VERIFY-EVIDENCE-W7-002-L217,G5 验证重写
RULE-W7-002-104,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,218,218,哪个手动动作重复 2 次以上，应该脚本化或写进 runbook？,每周或每两周的 SRE-lite review 必须检查哪个手动动作重复两次以上并应脚本化或写入 runbook,创建或维护“Toil 与每周运维复盘”工件时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Toil 与每周运维复盘,normative-requirement,工程交付,验证,,CLUSTER-VERIFICATION-TEST-VERIFICATION-EVIDENCE-SRC-W7-002,rewrite,VERIFY-EVIDENCE-W7-002-L218,G5 验证重写
RULE-W7-002-105,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,219,219,下周只选一个最高影响运维改进,下周只选一个最高影响运维改进,执行“Toil 与每周运维复盘”相关工作时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Toil 与每周运维复盘,normative-requirement,运行维护,评估,,CLUSTER-ASSESSMENT-OPS-REVIEW-TOIL-FP-SRC-W7-002,merge,EVALUATION-TOIL-002,G5 评估；合并来源数=3；目标来源总数=3；目标=EVALUATION-TOIL-002；原注=无；保留意图：下周只选一个最高影响运维改进
RULE-W7-002-106,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,223,223,手动、重复、可自动化、随服务或用户规模线性增长,手动、重复、可自动化、随服务或用户规模线性增长,执行“Toil 与每周运维复盘”相关工作时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Toil 与每周运维复盘,normative-requirement,运行维护,评估,,CLUSTER-ASSESSMENT-OPS-REVIEW-TOIL-FP-SRC-W7-002,merge,EVALUATION-TOIL-001,G5 评估；合并来源数=5；目标来源总数=5；目标=EVALUATION-TOIL-001；原注=无；保留意图：手动、重复、可自动化、随服务或用户规模线性增长
RULE-W7-002-107,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,224,224,只恢复原状，没有永久改善,只恢复原状，没有永久改善,执行“Toil 与每周运维复盘”相关工作时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Toil 与每周运维复盘,normative-requirement,运行维护,评估,,CLUSTER-ASSESSMENT-BACKUP-RESTORE-RECOVERY-SRC-W7-002,merge,EVALUATION-TOIL-001,G5 评估；合并来源数=5；目标来源总数=5；目标=EVALUATION-TOIL-001；原注=无；保留意图：只恢复原状，没有永久改善
RULE-W7-002-108,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,225,225,中断研发注意力，但没有产生产品或可靠性增量。,中断研发注意力，但没有产生产品或可靠性增量。,执行“Toil 与每周运维复盘”相关工作时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Toil 与每周运维复盘,normative-requirement,运行维护,评估,,CLUSTER-ASSESSMENT-OPS-REVIEW-TOIL-FP-SRC-W7-002,merge,EVALUATION-TOIL-001,G5 评估；合并来源数=5；目标来源总数=5；目标=EVALUATION-TOIL-001；原注=无；保留意图：中断研发注意力，但没有产生产品或可靠性增量。
RULE-W7-002-109,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,227,227,一人公司目标不是把 toil 压到 0，而是避免它吞掉连续研发时间。默认每周运维改进最多选 1 个，避免可靠性工作反过来失控。,一人公司不以把 toil 降为零为目标，而以避免 toil 吞掉连续研发时间为目标,执行“Toil 与每周运维复盘”相关工作时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Toil 与每周运维复盘,principle-input,运行维护,评估,,CLUSTER-ASSESSMENT-OPS-REVIEW-TOIL-FP-SRC-W7-002,merge,EVALUATION-TOIL-002,G5 评估；合并来源数=3；目标来源总数=3；目标=EVALUATION-TOIL-002；原注=同源句按独立判断拆分；保留意图：一人公司不以把 toil 降为零为目标，而以避免 toil 吞掉连续研发时间为目标
RULE-W7-002-110,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,227,227,一人公司目标不是把 toil 压到 0，而是避免它吞掉连续研发时间。默认每周运维改进最多选 1 个，避免可靠性工作反过来失控。,默认每周最多选择一个运维改进,执行“Toil 与每周运维复盘”相关工作时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / Toil 与每周运维复盘,implementation-detail,运行维护,评估,,CLUSTER-ASSESSMENT-OPS-REVIEW-TOIL-FP-SRC-W7-002,merge,EVALUATION-TOIL-002,G5 评估；合并来源数=3；目标来源总数=3；目标=EVALUATION-TOIL-002；原注=同源句按独立判断拆分；保留意图：默认每周最多选择一个运维改进
RULE-W7-002-111,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,231,231,默认不问：SLO 文件名、runbook 标题、dashboard 名称、incident 模板小字段、告警 ticket 文案,默认不问：SLO 文件名、runbook 标题、dashboard 名称、incident 模板小字段、告警 ticket 文案,创建或维护“只问人的关键判断”工件时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / 只问人的关键判断,artifact-or-evidence,运行维护,运行,,CLUSTER-OPERATIONS-OBSERVABILITY-HUMAN-CHECKPOINT-DEFAULTS,merge,OPERATION-SCOPE-004,G5 运行；合并来源数=8；目标来源总数=8；目标=OPERATION-SCOPE-004；原注=；保留意图：默认不问：SLO 文件名、runbook 标题、dashboard 名称、incident 模板小字段、告警 ticket 文案
RULE-W7-002-112,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,235,235,是否承诺合同 SLA 或 24/7 响应,是否承诺合同 SLA 或 24/7 响应,就“是否承诺合同 SLA 或 24/7 响应”作出批准、拒绝或处置决定时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / 只问人的关键判断,normative-requirement,运行维护,运行,,CLUSTER-OPERATIONS-INCIDENT-RESPONSE-SRE-LITE-OPERATIONS,merge,OPERATION-AVAILABILITY-001,G5 运行；合并来源数=7；目标来源总数=7；目标=OPERATION-AVAILABILITY-001；原注=applies_when 改为真实 artifact、步骤、运行或审批条件；保留意图：是否承诺合同 SLA 或 24/7 响应
RULE-W7-002-113,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,236,236,是否愿意用更高云成本换更高可用性,是否愿意用更高云成本换更高可用性,就“是否愿意用更高云成本换更高可用性”作出批准、拒绝或处置决定时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / 只问人的关键判断,normative-requirement,运行维护,运行,,CLUSTER-OPERATIONS-SRE-COST-AVAILABILITY-TRADEOFF,merge,OPERATION-AVAILABILITY-002,G5 运行；合并来源数=2；目标来源总数=2；目标=OPERATION-AVAILABILITY-002；原注=applies_when 改为真实 artifact、步骤、运行或审批条件；保留意图：是否愿意用更高云成本换更高可用性
RULE-W7-002-114,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,237,237,是否允许自动回滚、自动降级或自动关闭用户功能,是否允许自动回滚、自动降级或自动关闭用户功能,就“是否允许自动回滚、自动降级或自动关闭用户功能”作出批准、拒绝或处置决定时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / 只问人的关键判断,normative-requirement,运行维护,运行,,CLUSTER-OPERATIONS-GOVERNANCE-SRE-LITE-OPERATIONS-SRC-W7-002-RELEASE-ROLLBACK,merge,OPERATION-HUMAN-001,G5 运行；合并来源数=5；目标来源总数=5；目标=OPERATION-HUMAN-001；原注=保留原文可选、允许或建议语气，不强化为默认强制；applies_when 改为真实 artifact、步骤、运行或审批条件；保留意图：是否允许自动回滚、自动降级或自动关闭用户功能
RULE-W7-002-115,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,238,238,是否涉及数据删除、资金、权限、隐私、安全事件,是否涉及数据删除、资金、权限、隐私、安全事件,就“是否涉及数据删除、资金、权限、隐私、安全事件”作出批准、拒绝或处置决定时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / 只问人的关键判断,normative-requirement,运行维护,运行,,CLUSTER-OPERATIONS-AUTH-TENANT-PERMISSION-FP-SRC-W7-002,merge,OPERATION-HUMAN-001,G5 运行；合并来源数=5；目标来源总数=5；目标=OPERATION-HUMAN-001；原注=applies_when 改为真实 artifact、步骤、运行或审批条件；保留意图：是否涉及数据删除、资金、权限、隐私、安全事件
RULE-W7-002-116,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,239,239,是否需要对用户公开事故状态页或事后说明,是否需要对用户公开事故状态页或事后说明,就“是否需要对用户公开事故状态页或事后说明”作出批准、拒绝或处置决定时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / 只问人的关键判断,normative-requirement,运行维护,运行,,CLUSTER-OPERATIONS-LIVE-INCIDENT-RESPONSE-SRC-W7-002,merge,OPERATION-INCIDENT-004,G5 运行；合并来源数=3；目标来源总数=3；目标=OPERATION-INCIDENT-004；原注=applies_when 改为真实 artifact、步骤、运行或审批条件；保留意图：是否需要对用户公开事故状态页或事后说明
RULE-W7-002-117,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,241,241,当前建议默认接受：除非你明确说某个服务已经有付费关键路径或合同 SLA，否则本规范不默认 24/7 pager，只要求营业时间告警、外部 uptime 检查、runbook 和可回滚发布。,当前建议在无付费关键路径或合同 SLA 时只要求营业时间告警,在无付费关键路径或合同 SLA 的服务上选择值班与告警默认方案时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / 只问人的关键判断,normative-requirement,运行维护,运行,,CLUSTER-OPERATIONS-SOLO-MINIMUM-READINESS,merge,OPERATION-AVAILABILITY-001,G5 运行；合并来源数=7；目标来源总数=7；目标=OPERATION-AVAILABILITY-001；原注=同句强制清单拆分（第三轮复核）；保留建议语气；保留意图：当前建议在无付费关键路径或合同 SLA 时只要求营业时间告警
RULE-W7-002-118,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,247,247,`slo.json + runbook + release checklist + incident README` 足够让一个人在中断后恢复上下文,`slo.json + runbook + release checklist + incident README` 足够让一个人在中断后恢复上下文,创建或维护“设计取舍：一人执行成本”工件时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / 设计取舍：一人执行成本,principle-input,工程交付,计划,,CLUSTER-PLANNING-OBSERVABILITY-SLO-ALERT-FP-SRC-W7-002,rewrite,PLAN-OPS-RECOVERY-MINIMUM,G5 计划重写；独立权威目标
RULE-W7-002-119,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,248,248,默认 1-2 个 SLO 避免一开始写一堆无法维护的指标,默认 1-2 个 SLO 避免一开始写一堆无法维护的指标,执行“设计取舍：一人执行成本”相关工作时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / 设计取舍：一人执行成本,principle-input,运行维护,运行,,CLUSTER-OPERATIONS-SLO-DEFINITION-BOUNDARY,merge,OPERATION-SLO-001,G5 运行；合并来源数=6；目标来源总数=6；目标=OPERATION-SLO-001；原注=；保留意图：默认 1-2 个 SLO 避免一开始写一堆无法维护的指标
RULE-W7-002-120,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,249,249,不默认 24/7 值班，保护一人公司的注意力和健康,不默认 24/7 值班，保护一人公司的注意力和健康,执行“设计取舍：一人执行成本”相关工作时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / 设计取舍：一人执行成本,principle-input,运行维护,运行,,CLUSTER-OPERATIONS-SOLO-ONCALL-BOUNDARY,merge,OPERATION-AVAILABILITY-001,G5 运行；合并来源数=7；目标来源总数=7；目标=OPERATION-AVAILABILITY-001；原注=；保留意图：不默认 24/7 值班，保护一人公司的注意力和健康
RULE-W7-002-121,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,250,250,- 最大摩擦是 SLO 数据可能一开始不可得；因此允许先写采集计划，但不能把不可测指标当正式目标。,当 SLO 数据暂不可得时，允许先写采集计划,执行“设计取舍：一人执行成本”相关工作时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / 设计取舍：一人执行成本,implementation-detail,运行维护,运行,,CLUSTER-OPERATIONS-SLO-DEFINITION-BOUNDARY,merge,OPERATION-SLO-002,G5 运行；合并来源数=4；目标来源总数=4；目标=OPERATION-SLO-002；原注=保留允许语气与条件；保留意图：当 SLO 数据暂不可得时，允许先写采集计划
RULE-W7-002-122,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,250,250,- 最大摩擦是 SLO 数据可能一开始不可得；因此允许先写采集计划，但不能把不可测指标当正式目标。,不可测指标不得被当作正式 SLO,执行“设计取舍：一人执行成本”相关工作时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / 设计取舍：一人执行成本,normative-requirement,运行维护,运行,,CLUSTER-OPERATIONS-SLO-DEFINITION-BOUNDARY,merge,OPERATION-SLO-002,G5 运行；合并来源数=4；目标来源总数=4；目标=OPERATION-SLO-002；原注=同源句按独立判断拆分；保留意图：不可测指标不得被当作正式 SLO
RULE-W7-002-123,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,251,251,下一步应在第一个真实服务上用 `sre-lite-ops` 生成 `ops/` 工件，并让脚本检查,应在第一个真实服务上用 sre-lite-ops 生成 ops 工件,将 SRE-lite 规范首次应用到真实服务时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / 设计取舍：一人执行成本,artifact-or-evidence,运行维护,运行,,CLUSTER-OPERATIONS-SRE-ARTIFACT-BOOTSTRAP,merge,OPERATION-SCOPE-005,G5 运行；合并来源数=3；目标来源总数=3；目标=OPERATION-SCOPE-005；原注=同句强制清单拆分（第三轮复核）；保留意图：应在第一个真实服务上用 sre-lite-ops 生成 ops 工件
RULE-W7-002-124,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,257,257,规范避免自建平台，优先托管监控和 OpenTelemetry 数据语义,规范避免自建平台，优先托管监控和 OpenTelemetry 数据语义,执行“风险边界：产品 / 工程 / 运维”相关工作时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / 风险边界：产品 / 工程 / 运维,principle-input,运行维护,运行,,CLUSTER-OPERATIONS-OBSERVABILITY-DATA-PLATFORM-BOUNDARY,merge,OPERATION-OBSERVE-002,G5 运行；合并来源数=6；目标来源总数=6；目标=OPERATION-OBSERVE-002；原注=；保留意图：规范避免自建平台，优先托管监控和 OpenTelemetry 数据语义
RULE-W7-002-125,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,258,258,告警必须有 runbook，降低“半夜醒来但不知道做什么”的风险。,告警必须有 runbook，降低“半夜醒来但不知道做什么”的风险。,创建或维护“风险边界：产品 / 工程 / 运维”工件时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / 风险边界：产品 / 工程 / 运维,principle-input,运行维护,运行,,CLUSTER-OPERATIONS-ACTIONABLE-PAGE-ALERT,merge,OPERATION-ALERT-002,G5 运行；合并来源数=11；目标来源总数=11；目标=OPERATION-ALERT-002；原注=；保留意图：告警必须有 runbook，降低“半夜醒来但不知道做什么”的风险。
RULE-W7-002-126,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,259,259,发布检查把 migration、rollback、smoke test、SLO 观察纳入最低门禁,发布检查的最低门禁必须包含 migration 检查,执行发布检查时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / 风险边界：产品 / 工程 / 运维,principle-input,工程交付,验证,,CLUSTER-VERIFICATION-TEST-VERIFICATION-EVIDENCE-SRC-W7-002,rewrite,VERIFY-EVIDENCE-W7-002-L259,G5 验证重写
RULE-W7-002-127,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,260,260,incident 模板要求行动项有 owner/due/tracking，避免复盘变成情绪记录,incident 模板的行动项必须有 owner,设计或维护 incident 模板时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / 风险边界：产品 / 工程 / 运维,principle-input,运行维护,评估,,CLUSTER-ASSESSMENT-LIVE-INCIDENT-RESPONSE-FP-SRC-W7-002,merge,EVALUATION-POSTMORTEM-003,G5 评估；合并来源数=13；目标来源总数=13；目标=EVALUATION-POSTMORTEM-003；原注=同句强制字段拆分（第三轮复核）；保留意图：incident 模板的行动项必须有 owner
RULE-W7-002-128,SRC-W7-002,docs/W7-operate/01-sre-lite-operations-standard.md,261,261,仍缺真实服务的 dashboard/backend 选择,仍缺真实服务的 dashboard/backend 选择,执行“风险边界：产品 / 工程 / 运维”相关工作时,W7 Operate 触发专项：SRE-lite 运维规范 v0.1 / 风险边界：产品 / 工程 / 运维,principle-input,运行维护,运行,,CLUSTER-OPERATIONS-OBSERVABILITY-DATA-PLATFORM-BOUNDARY,merge,OPERATION-PLATFORM-001,G5 运行；合并来源数=6；目标来源总数=6；目标=OPERATION-PLATFORM-001；原注=同一列表项按独立句拆分；保留意图：仍缺真实服务的 dashboard/backend 选择
